windmills_id;windmills_name;size_km2;long;lat;GSRN;ID_geo;Tilsluttet;Kapa_kW;Rotor_Dia;NavHoej;TotalHoej;Fabrikat;Model;KomNr;KomNvn;Placering;Ejerlav;Mtrkl_Nr;X;Y;KoorOpr;Net_InstNr;kWh_1977;kWh_1978;kWh_1979;kWh_1980;kWh_1981;kWh_1982;kWh_1983;kWh_1984;kWh_1985;kWh_1986;kWh_1987;kWh_1988;kWh_1989;kWh_1990;kWh_1991;kWh_1992;kWh_1993;kWh_1994;kWh_1995;kWh_1996;kWh_1997;kWh_1998;kWh_1999;kWh_2000;kWh_2001;kWh_2002;kWh_2003;kWh_2004;kWh_2005;kWh_2006;kWh_2007;kWh_2008;kWh_2009;kWh_2010;kWh_2011;kWh_2012;kWh_2013;kWh_2014;jan;feb;mar;apr;maj;jun;jul;aug;sep;okt;nov;dec;kWh_2015;coords.x1;coords.x2
1;wind1;0;-124.2709;39.7576;570714700000003592;7;2000-12-27;2000;76;64;102;BONUS;2 MW;101;København;HAV;Uoplyst;HAV;730457.9;6179565;GST;KE 558338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5404;3301064.960938;4936680;4358824;4941578.5;4389911.1875;4136743.257813;5049575;5014324.5;4635278.09375;4490100.5;4311219.1;4603870.5;3860139.4;4792800.8;548618.1;332581.5;390699;318293.5;367806;286886.5;360431;330920;370370;443771;502608;657299;4910283.6;12.6683554385172;55.7069664018534
