"VesselId","nb_vessels","Port","Gear","RelativeEffort","VE_LEN","Tonnage","name_gis_file_for_fishing_effort_per_polygon","name_gis_layer_field","is_gis_layer_field_relative_numbers","xfold_gis_layer_field","dcf_gear","SAB_kg_h","SJU_kg_h","SJZ_kg_h","MIP_kg_h","EOJ_kg_h","SGO_kg_h","OTH_kg_h","mean_kW","fishing.speed.knots","cruise.speed.knots","fuel.cons.h","fuel.tank.liter","ave.storage.fish.kg","nb_pings_per_trip","Gamma_shape","Gamma_scale","trip.duration.h","multip.fuel.steaming","multip.fuel.fishing","multip.fuel.ret.port.fish","multip.fuel.inactive","weekEndStartDay","WeekEndEndDay","WorkHoursStart","WorkHoursEnd","vessel_range_km","kW"
"USA0061",1,"Eureka","non_dts_other_4",0.0728781545605357,14.382,23.479,"fe_code_USA0061_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,6.798,177.302,2.757,5.69,46.517,4571.416,346.567,1,0.4485,336.7618,34.352,0.8,1,1.1,0.1,1,7,1,23,253.536,NA
"USA0061",1,"Eureka","dts_longline_3",0.131940799429909,13.881,24.344,"fe_code_USA0061_dts_longline","fe",FALSE,1,"dts_longline_3",18.167,NA,NA,NA,NA,NA,1.789,186.04,2.689,5.713,47.231,4694.93,350.256,1,0.4485,336.7618,35.68,0.8,1,1.1,0.1,1,7,1,23,273.69,NA
"USA0061",1,"Fort_Bragg","non_dts_other_4",0.536969706257591,14.316,25.075,"fe_code_USA0061_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,6.625,191.54,2.772,5.701,48.672,4469.263,348.116,1,0.4485,336.7618,34.234,0.8,1,1.1,0.1,1,7,1,23,274.676,NA
"USA0061",1,"Fort_Bragg","dts_longline_3",0.10469290566298,13.67,22.817,"fe_code_USA0061_dts_longline","fe",FALSE,1,"dts_longline_3",19.149,NA,NA,NA,NA,NA,1.725,176.168,2.606,5.925,48.265,4373.501,341.846,1,0.4485,336.7618,33.606,0.8,1,1.1,0.1,1,7,1,23,253.617,NA
"USA0061",1,"Fort_Bragg","dts_trap_3",0.05181390822609,13.588,23.644,"fe_code_USA0061_dts_trap","fe",FALSE,1,"dts_trap_3",6.313,NA,NA,NA,NA,NA,1.816,192.13,2.627,5.503,48.152,4638.513,373.002,1,0.4485,336.7618,34.824,0.8,1,1.1,0.1,1,7,1,23,265.421,NA
"USA0061",1,"San_Francisco","non_dts_other_4",0.0138040159227006,13.934,23.806,"fe_code_USA0061_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,7.121,191.201,2.737,5.505,48.032,4349.47,370.202,1,0.4485,336.7618,34.984,0.8,1,1.1,0.1,1,7,1,23,266.26,NA
"USA0061",1,"Bodega_Bay","non_dts_other_4",0.087900509940194,13.239,23.899,"fe_code_USA0061_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,6.643,188.338,2.834,5.754,48.456,4545.364,366.038,1,0.4485,336.7618,36.685,0.8,1,1.1,0.1,1,7,1,23,264.512,NA
"USA0062",1,"Fort_Bragg","non_dts_other_4",0.640687982198552,9.548,11.233,"fe_code_USA0062_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,13.983,200.115,1.63,5.863,52.477,57.474,277.712,1,0.4485,336.7618,7.519,0.8,1,1.1,0.1,1,7,1,23,111.62,NA
"USA0062",1,"Fort_Bragg","dts_trap_4",0.359312017801448,9.232,11.462,"fe_code_USA0062_dts_trap","fe",FALSE,1,"dts_trap_4",63.31,NA,NA,NA,NA,NA,1.896,193.655,1.776,5.692,49.279,57.565,288.005,1,0.4485,336.7618,7.667,0.8,1,1.1,0.1,1,7,1,23,110.222,NA
"USA0063",1,"Fort_Bragg","dts_trap_3",1,11.056,13.424,"fe_code_USA0063_dts_trap","fe",FALSE,1,"dts_trap_3",33.692,NA,NA,NA,NA,NA,NA,174.118,1.358,6.045,45.942,764.668,211.169,1,0.4485,336.7618,5.973,0.8,1,1.1,0.1,1,7,1,23,24.019,NA
"USA0064",1,"San_Francisco","dts_longline_2",0.673824093855234,16.103,45.77,"fe_code_USA0064_dts_longline","fe",FALSE,1,"dts_longline_2",13.111,NA,NA,NA,NA,NA,0.607,237.857,2.479,6.634,62.668,8571.602,243.361,1,0.4485,336.7618,27.314,0.8,1,1.1,0.1,1,7,1,23,163.747,NA
"USA0064",1,"San_Francisco","non_dts_other_1",0.178295977115545,15.965,45.132,"fe_code_USA0064_non_dts_other","fe",FALSE,1,"non_dts_other_1",NA,NA,NA,NA,NA,NA,2.414,242.806,2.437,6.651,63.954,8307.392,246.798,1,0.4485,336.7618,27.234,0.8,1,1.1,0.1,1,7,1,23,154.054,NA
"USA0064",1,"Fort_Bragg","non_dts_other_1",0.147879929029221,15.786,42.407,"fe_code_USA0064_non_dts_other","fe",FALSE,1,"non_dts_other_1",NA,NA,NA,NA,NA,NA,2.407,236.626,2.262,6.303,58.002,8465.616,254.653,1,0.4485,336.7618,28.278,0.8,1,1.1,0.1,1,7,1,23,161.57,NA
"USA0065",1,"Fort_Bragg","dts_longline_4",0.427648233322637,10.03,9.653,"fe_code_USA0065_dts_longline","fe",FALSE,1,"dts_longline_4",28.762,0.114,2.64,NA,NA,NA,0.473,192.056,2.139,5.172,48.312,117.681,163.571,1,0.4485,336.7618,10.723,0.8,1,1.1,0.1,1,7,1,23,128.64,NA
"USA0065",1,"Fort_Bragg","non_dts_other_4",0.572351766677363,9.531,9.691,"fe_code_USA0065_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,5.724,189.544,2.079,5.632,51.459,124.217,156.826,1,0.4485,336.7618,10.564,0.8,1,1.1,0.1,1,7,1,23,126.535,NA
"USA0066",1,"Morro_Bay","dts_longline_2",0.955037598677026,11.989,19.987,"fe_code_USA0066_dts_longline","fe",FALSE,1,"dts_longline_2",36.425,NA,NA,NA,NA,NA,NA,164.413,2.64,5.458,42.805,2461.789,681.444,1,0.4485,336.7618,25.326,0.8,1,1.1,0.1,1,7,1,23,104.384,NA
"USA0066",1,"Morro_Bay","non_dts_other_1",0.0449624013229742,11.845,19.291,"fe_code_USA0066_non_dts_other","fe",FALSE,1,"non_dts_other_1",NA,NA,NA,NA,NA,NA,27.273,168.725,2.669,5.437,43.411,2356.757,695.734,1,0.4485,336.7618,25.939,0.8,1,1.1,0.1,1,7,1,23,102.529,NA
"USA0067",1,"Fort_Bragg","non_dts_other_5",0.806409940338248,11.468,19.448,"fe_code_USA0067_non_dts_other","fe",FALSE,1,"non_dts_other_5",30.545,NA,NA,NA,NA,NA,32.41,69.963,2.696,6.776,21.227,1962.656,415.898,1,0.4485,336.7618,13.057,0.8,1,1.1,0.1,1,7,1,23,175.078,NA
"USA0067",1,"Fort_Bragg","dts_longline_1",0.00473842512696612,11.835,20.144,"fe_code_USA0067_dts_longline","fe",FALSE,1,"dts_longline_1",73.842,NA,NA,NA,NA,NA,NA,75.892,2.7,6.588,20.998,1896.667,391.237,1,0.4485,336.7618,13.322,0.8,1,1.1,0.1,1,7,1,23,188.339,NA
"USA0067",1,"Fort_Bragg","dts_trap_5",0.188851634534786,11.564,19.8,"fe_code_USA0067_dts_trap","fe",FALSE,1,"dts_trap_5",38.17,NA,NA,NA,NA,NA,12.72,70.699,2.741,6.709,21.149,1974.454,424.215,1,0.4485,336.7618,14.067,0.8,1,1.1,0.1,1,7,1,23,190.639,NA
"USA0068",1,"Crescent_City","dts_longline_4",0.336456766669303,12.468,26.17,"fe_code_USA0068_dts_longline","fe",FALSE,1,"dts_longline_4",55.813,0.162,NA,0.438,0.695,NA,8.369,171.849,1.953,5.939,46.086,3255.906,833.766,1,0.4485,336.7618,13.663,0.8,1,1.1,0.1,1,7,1,23,167.928,NA
"USA0068",1,"Crescent_City","non_dts_other_5",0.521013087416557,13.056,26.857,"fe_code_USA0068_non_dts_other","fe",FALSE,1,"non_dts_other_5",30.895,NA,NA,NA,NA,0.2,52.08,177.634,2.005,6.363,47.351,3215.191,824.116,1,0.4485,336.7618,13.097,0.8,1,1.1,0.1,1,7,1,23,163.958,NA
"USA0068",1,"Crescent_City","dts_trap_2",0.0158480434839969,12.252,26.369,"fe_code_USA0068_dts_trap","fe",FALSE,1,"dts_trap_2",87.339,NA,NA,NA,NA,NA,3.263,177.117,1.934,6.102,43.497,3302.891,844.522,1,0.4485,336.7618,12.718,0.8,1,1.1,0.1,1,7,1,23,162.905,NA
"USA0068",1,"Fort_Bragg","non_dts_other_5",0.0687287263516186,13.09,25.718,"fe_code_USA0068_non_dts_other","fe",FALSE,1,"non_dts_other_5",31.582,NA,NA,NA,NA,0.217,51.862,180.701,2.049,6.387,44.162,3286.609,849.882,1,0.4485,336.7618,13.115,0.8,1,1.1,0.1,1,7,1,23,168.091,NA
"USA0068",1,"Eureka","non_dts_other_5",0.0022955750811367,12.642,26.545,"fe_code_USA0068_non_dts_other","fe",FALSE,1,"non_dts_other_5",30.597,NA,NA,NA,NA,0.215,53.728,166.33,2.012,6.479,44.188,3254.212,798.647,1,0.4485,336.7618,13.233,0.8,1,1.1,0.1,1,7,1,23,161.87,NA
"USA0068",1,"Eureka","dts_longline_4",0.015251062033299,12.715,24.983,"fe_code_USA0068_dts_longline","fe",FALSE,1,"dts_longline_4",56.099,0.161,NA,0.467,0.691,NA,8.633,181.829,2.003,6.216,46.238,3350.537,840.221,1,0.4485,336.7618,12.862,0.8,1,1.1,0.1,1,7,1,23,176,NA
"USA0068",1,"San_Francisco","dts_longline_4",0.0011873664212776,13.244,25.411,"fe_code_USA0068_dts_longline","fe",FALSE,1,"dts_longline_4",58.63,0.162,NA,0.457,0.696,NA,8.247,175.456,1.929,6.087,45.456,3330.091,826.69,1,0.4485,336.7618,13.754,0.8,1,1.1,0.1,1,7,1,23,173.463,NA
"USA0068",1,"San_Francisco","non_dts_other_5",0.0168342172616691,13.37,26.244,"fe_code_USA0068_non_dts_other","fe",FALSE,1,"non_dts_other_5",32.03,NA,NA,NA,NA,0.214,53.861,171.901,2.075,6.467,43.219,3090.75,806.547,1,0.4485,336.7618,13.414,0.8,1,1.1,0.1,1,7,1,23,175.662,NA
"USA0068",1,"Bodega_Bay","non_dts_other_5",0.0223851552811419,12.553,25.116,"fe_code_USA0068_non_dts_other","fe",FALSE,1,"non_dts_other_5",30.506,NA,NA,NA,NA,0.208,56.032,169.502,2.09,6.322,43.263,3299.554,772.878,1,0.4485,336.7618,13.806,0.8,1,1.1,0.1,1,7,1,23,169.077,NA
"USA0069",1,"Fort_Bragg","dts_trap_4",1,13.583,21.742,"fe_code_USA0069_dts_trap","fe",FALSE,1,"dts_trap_4",18.552,NA,NA,1.552,NA,NA,NA,172.452,1.843,7.465,42.56,3530.145,137.07,1,0.4485,336.7618,8.693,0.8,1,1.1,0.1,1,7,1,23,62.092,NA
"USA0070",1,"Santa_Barbara","dts_longline_4",0.974596477348892,8.106,7.959,"fe_code_USA0070_dts_longline","fe",FALSE,1,"dts_longline_4",34.027,11.017,1.228,0.064,NA,NA,0.674,194.674,1.039,15.075,48.228,58.057,744.149,1,0.4485,336.7618,20.29,0.8,1,1.1,0.1,1,7,1,23,242.935,NA
"USA0070",1,"Santa_Barbara","non_dts_other_2",0.025403522651108,8.072,7.675,"fe_code_USA0070_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,9.682,3.253,NA,NA,NA,17.906,190.795,1.052,15.805,49.728,61.785,738.825,1,0.4485,336.7618,20.247,0.8,1,1.1,0.1,1,7,1,23,257.383,NA
"USA0071",1,"Fort_Bragg","non_dts_other_2",0.370307167235495,8.997,14.383,"fe_code_USA0071_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,NA,NA,NA,NA,NA,12.705,209.027,2.357,6.588,51.416,61.944,262.886,1,0.4485,336.7618,5.699,0.8,1,1.1,0.1,1,7,1,23,35.432,NA
"USA0071",1,"Fort_Bragg","dts_trap_4",0.629692832764505,9.32,13.714,"fe_code_USA0071_dts_trap","fe",FALSE,1,"dts_trap_4",50.789,NA,NA,0.287,NA,NA,1.925,192.913,2.222,6.417,49.705,57.012,270.229,1,0.4485,336.7618,6.078,0.8,1,1.1,0.1,1,7,1,23,34.054,NA
"USA0072",1,"San_Francisco","non_dts_other_2",0.0826398885135717,12.256,22.958,"fe_code_USA0072_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,NA,NA,NA,NA,NA,3.217,115.46,1.999,6.383,32.258,2436.263,580.484,1,0.4485,336.7618,46.015,0.8,1,1.1,0.1,1,7,1,23,346.681,NA
"USA0072",1,"Fort_Bragg","non_dts_other_2",0.0785050266386039,12.357,23.857,"fe_code_USA0072_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,NA,NA,NA,NA,NA,3.167,117.784,1.997,6.037,32.652,2485.696,563.315,1,0.4485,336.7618,42.163,0.8,1,1.1,0.1,1,7,1,23,347.531,NA
"USA0072",1,"Bodega_Bay","non_dts_other_2",0.183184130388654,12.527,23.909,"fe_code_USA0072_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,NA,NA,NA,NA,NA,3.344,125.263,2.059,6.105,31.305,2582.626,593.234,1,0.4485,336.7618,43.006,0.8,1,1.1,0.1,1,7,1,23,354.65,NA
"USA0072",1,"Morro_Bay","non_dts_other_2",0.094866692282547,12.794,23.618,"fe_code_USA0072_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,NA,NA,NA,NA,NA,3.471,119.179,2.123,6.305,31.598,2542.891,570.298,1,0.4485,336.7618,42.61,0.8,1,1.1,0.1,1,7,1,23,361.228,NA
"USA0072",1,"Morro_Bay","dts_trap_4",0.526377666010976,12.429,23.244,"fe_code_USA0072_dts_trap","fe",FALSE,1,"dts_trap_4",23.307,0.09,NA,0.111,NA,NA,1.425,118.758,2.19,6.328,33.85,2576.192,552.236,1,0.4485,336.7618,45.194,0.8,1,1.1,0.1,1,7,1,23,359.821,NA
"USA0072",1,"Moss_Landing","non_dts_other_2",0.0344265961656468,12.196,24.017,"fe_code_USA0072_non_dts_other","fe",FALSE,1,"non_dts_other_2",NA,NA,NA,NA,NA,NA,3.388,117.05,2.044,6.192,32.143,2604.022,558.795,1,0.4485,336.7618,43.136,0.8,1,1.1,0.1,1,7,1,23,343.499,NA
"USA0073",1,"Fort_Bragg","dts_longline_5",0.334344506044619,11.325,16.311,"fe_code_USA0073_dts_longline","fe",FALSE,1,"dts_longline_5",79.248,6.906,0.365,5.653,0.302,1.926,4.006,170.2,1.451,6.849,42.491,1382.201,799.174,1,0.4485,336.7618,14.941,0.8,1,1.1,0.1,1,7,1,23,164.344,NA
"USA0073",1,"Fort_Bragg","non_dts_other_3",0.0773995427307644,10.78,17.604,"fe_code_USA0073_non_dts_other","fe",FALSE,1,"non_dts_other_3",25.995,NA,NA,NA,NA,NA,12.186,177.806,1.45,7.009,42.861,1326.869,754.371,1,0.4485,336.7618,16.16,0.8,1,1.1,0.1,1,7,1,23,166.832,NA
"USA0073",1,"Fort_Bragg","dts_trap_2",0.0056710351320253,11.008,17.238,"fe_code_USA0073_dts_trap","fe",FALSE,1,"dts_trap_2",49.54,3.418,NA,NA,NA,NA,NA,176.721,1.34,7.089,42.496,1434.425,741.586,1,0.4485,336.7618,15.384,0.8,1,1.1,0.1,1,7,1,23,166.791,NA
"USA0073",1,"Bodega_Bay","dts_longline_5",0.56598649113107,11.162,17.378,"fe_code_USA0073_dts_longline","fe",FALSE,1,"dts_longline_5",78.197,6.722,0.373,5.836,0.3,1.821,4.3,172.06,1.332,6.949,44.308,1373.609,745.441,1,0.4485,336.7618,15.738,0.8,1,1.1,0.1,1,7,1,23,166.6,NA
"USA0073",1,"Bodega_Bay","non_dts_other_3",0.013232415308059,10.937,17.081,"fe_code_USA0073_non_dts_other","fe",FALSE,1,"non_dts_other_3",23.998,NA,NA,NA,NA,NA,11.937,175.678,1.339,6.751,43.43,1370.324,732.587,1,0.4485,336.7618,16.356,0.8,1,1.1,0.1,1,7,1,23,165.594,NA
"USA0073",1,"San_Francisco","non_dts_other_3",0.00336600965346166,11.652,16.757,"fe_code_USA0073_non_dts_other","fe",FALSE,1,"non_dts_other_3",25.715,NA,NA,NA,NA,NA,11.556,176.456,1.41,6.844,44.585,1318.223,748.173,1,0.4485,336.7618,15.637,0.8,1,1.1,0.1,1,7,1,23,179.97,NA
"USA0074",1,"Moss_Landing","dts_longline_2",1,9.474,13.946,"fe_code_USA0074_dts_longline","fe",FALSE,1,"dts_longline_2",15.177,NA,NA,NA,NA,NA,11.523,190.203,1.773,5.568,52.428,219.494,367.083,1,0.4485,336.7618,18.516,0.8,1,1.1,0.1,1,7,1,23,42.364,NA
"USA0075",1,"Moss_Landing","dts_longline_5",0.89661962874028,12.342,13.381,"fe_code_USA0075_dts_longline","fe",FALSE,1,"dts_longline_5",25.291,3.53,0.814,1.026,37.195,NA,7.396,154.427,1.026,6.423,40.653,2170.166,423.711,1,0.4485,336.7618,11.52,0.8,1,1.1,0.1,1,7,1,23,61.641,NA
"USA0075",1,"Moss_Landing","non_dts_other_3",0.0781312018245037,12.035,13.111,"fe_code_USA0075_non_dts_other","fe",FALSE,1,"non_dts_other_3",18.13,1.746,0.345,NA,NA,NA,27.666,159.975,0.976,6.972,41.438,2026.116,430.577,1,0.4485,336.7618,11.886,0.8,1,1.1,0.1,1,7,1,23,65.907,NA
"USA0075",1,"Moss_Landing","dts_trap_2",0.00659408133504401,12.173,12.863,"fe_code_USA0075_dts_trap","fe",FALSE,1,"dts_trap_2",13.39,1.643,0.308,NA,NA,NA,8.38,153.731,0.967,6.453,39.299,2212.9,398.438,1,0.4485,336.7618,11.22,0.8,1,1.1,0.1,1,7,1,23,60.578,NA
"USA0075",1,"Monterey","dts_longline_5",0.0186550881001727,11.585,13.405,"fe_code_USA0075_dts_longline","fe",FALSE,1,"dts_longline_5",25.986,3.519,0.836,1.096,38.4,NA,7.449,155.151,1.026,6.941,41.684,2055.089,429.93,1,0.4485,336.7618,12.099,0.8,1,1.1,0.1,1,7,1,23,65.541,NA
"USA0076",1,"Fort_Bragg","dts_trawl_3",0.496568742959148,18.607,83.45,"fe_code_USA0076_dts_trawl","fe",FALSE,1,"dts_trawl_3",24.289,14.295,37.028,109.908,14.418,19.396,6.824,292.995,2.302,6.899,74.259,14447.661,12693.207,1,0.4485,336.7618,48.352,0.8,1,1.1,0.1,1,7,1,23,405.717,NA
"USA0076",1,"Fort_Bragg","non_dts_trawl_2",0.110834767058641,18.017,85.684,"fe_code_USA0076_non_dts_trawl","fe",FALSE,1,"non_dts_trawl_2",20.165,10.241,15.063,59.665,30.445,127.273,134.769,315.083,2.338,7.336,74.867,14473.413,12396.785,1,0.4485,336.7618,45.619,0.8,1,1.1,0.1,1,7,1,23,437.699,NA
"USA0076",1,"Fort_Bragg","non_dts_other_4",0.0986203958050212,18.775,84.613,"fe_code_USA0076_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,124.707,311.561,2.445,7.328,71.883,14764.834,12145.012,1,0.4485,336.7618,49.227,0.8,1,1.1,0.1,1,7,1,23,413.761,NA
"USA0076",1,"San_Francisco","non_dts_other_4",0.0911042320988763,18.177,83.027,"fe_code_USA0076_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,120.097,289.723,2.311,7.344,76.318,14108.134,12010.794,1,0.4485,336.7618,47.648,0.8,1,1.1,0.1,1,7,1,23,419.716,NA
"USA0076",1,"Eureka","non_dts_other_4",0.167139015942594,19.224,85.461,"fe_code_USA0076_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,117.579,306.955,2.314,7.204,73.384,13926.289,12383.408,1,0.4485,336.7618,47.069,0.8,1,1.1,0.1,1,7,1,23,414.749,NA
"USA0076",1,"Bodega_Bay","non_dts_other_4",0.03573284613572,19.221,82.707,"fe_code_USA0076_non_dts_other","fe",FALSE,1,"non_dts_other_4",NA,NA,NA,NA,NA,NA,124.027,312.026,2.379,7.367,77.3,13675.055,12526.838,1,0.4485,336.7618,48.457,0.8,1,1.1,0.1,1,7,1,23,442.138,NA
"USA0077",1,"Oxnard","dts_longline_3",0.0392826643894108,12.209,18.094,"fe_code_USA0077_dts_longline","fe",FALSE,1,"dts_longline_3",18.507,1.57,0.543,0.158,0.398,NA,3.987,163.871,1.323,6.805,43.449,2160.573,402.77,1,0.4485,336.7618,29.447,0.8,1,1.1,0.1,1,7,1,23,206.966,NA
"USA0077",1,"Santa_Barbara","dts_longline_3",0.698548249359522,11.649,17.922,"fe_code_USA0077_dts_longline","fe",FALSE,1,"dts_longline_3",18.128,1.515,0.528,0.145,0.414,NA,4.165,171.243,1.32,6.856,43.882,2022.597,413.032,1,0.4485,336.7618,31.141,0.8,1,1.1,0.1,1,7,1,23,205.839,NA
"USA0077",1,"Santa_Barbara","non_dts_other_2",0.262169086251067,11.607,17.35,"fe_code_USA0077_non_dts_other","fe",FALSE,1,"non_dts_other_2",6.871,0.586,NA,0.087,1.69,NA,8.067,163.412,1.345,6.719,41.829,2081.104,403.429,1,0.4485,336.7618,29.241,0.8,1,1.1,0.1,1,7,1,23,223.469,NA
"USA0078",1,"Morro_Bay","dts_longline_1",1,11.629,13.158,"fe_code_USA0078_dts_longline","fe",FALSE,1,"dts_longline_1",3.247,NA,NA,NA,NA,NA,NA,154.514,0.835,7.673,44.099,1703.601,70.026,1,0.4485,336.7618,24.507,0.8,1,1.1,0.1,1,7,1,23,63.907,NA
"USA0079",1,"Morro_Bay","dts_longline_1",0.3207594618383,7.145,4.21,"fe_code_USA0079_dts_longline","fe",FALSE,1,"dts_longline_1",7.647,NA,NA,NA,NA,NA,4.487,173.43,1.077,14.917,42.155,60.465,166.964,1,0.4485,336.7618,14.262,0.8,1,1.1,0.1,1,7,1,23,126.504,NA
"USA0079",1,"Morro_Bay","dts_trap_2",0.29435433169873,7.338,4.043,"fe_code_USA0079_dts_trap","fe",FALSE,1,"dts_trap_2",3.603,NA,NA,NA,NA,NA,NA,172.926,1.039,15.642,42.59,57.68,158.504,1,0.4485,336.7618,14.864,0.8,1,1.1,0.1,1,7,1,23,114.892,NA
"USA0079",1,"Morro_Bay","non_dts_other_2",0.38488620646297,7.524,4.215,"fe_code_USA0079_non_dts_other","fe",FALSE,1,"non_dts_other_2",5.396,NA,NA,NA,NA,NA,25.163,167.839,1.009,14.957,45.034,60.158,171.35,1,0.4485,336.7618,15.108,0.8,1,1.1,0.1,1,7,1,23,124.205,NA
"USA0080",1,"San_Francisco","dts_trap_5",0.476890270778993,10.903,15.817,"fe_code_USA0080_dts_trap","fe",FALSE,1,"dts_trap_5",21.138,NA,NA,NA,NA,NA,1.372,167.442,1.875,6.395,43.784,1394.132,397.413,1,0.4485,336.7618,24.136,0.8,1,1.1,0.1,1,7,1,23,356.179,NA
"USA0080",1,"San_Francisco","non_dts_other_4",0.142105952848954,11.17,15.85,"fe_code_USA0080_non_dts_other","fe",FALSE,1,"non_dts_other_4",73.308,NA,NA,NA,NA,NA,7.032,166.449,1.817,5.995,42.179,1409.786,398.441,1,0.4485,336.7618,24.705,0.8,1,1.1,0.1,1,7,1,23,364.507,NA
"USA0080",1,"San_Francisco","dts_longline_3",0.00228964892843948,11.246,16.465,"fe_code_USA0080_dts_longline","fe",FALSE,1,"dts_longline_3",54.906,2.794,1.715,NA,NA,NA,3.795,170.594,1.956,6.303,44.767,1358.732,416.418,1,0.4485,336.7618,24.73,0.8,1,1.1,0.1,1,7,1,23,353.518,NA
"USA0080",1,"Morro_Bay","dts_longline_3",0.144717248609172,11.693,16.283,"fe_code_USA0080_dts_longline","fe",FALSE,1,"dts_longline_3",59.197,2.803,1.589,NA,NA,NA,3.479,165.939,1.796,6.072,42.556,1410.364,427.618,1,0.4485,336.7618,22.486,0.8,1,1.1,0.1,1,7,1,23,354.821,NA
"USA0080",1,"Morro_Bay","non_dts_other_4",0.00887268741884354,11.758,15.865,"fe_code_USA0080_non_dts_other","fe",FALSE,1,"non_dts_other_4",74.298,NA,NA,NA,NA,NA,7.019,168.041,1.966,6.412,45.362,1385.963,388.21,1,0.4485,336.7618,24.599,0.8,1,1.1,0.1,1,7,1,23,342.935,NA
"USA0080",1,"Moss_Landing","non_dts_other_4",0.0494311616215754,11.708,15.967,"fe_code_USA0080_non_dts_other","fe",FALSE,1,"non_dts_other_4",76.824,NA,NA,NA,NA,NA,7.238,166.668,1.853,6.554,44.65,1426.246,411.908,1,0.4485,336.7618,24.419,0.8,1,1.1,0.1,1,7,1,23,368.891,NA
"USA0080",1,"Moss_Landing","dts_trap_5",0.0196013961855064,11.474,15.523,"fe_code_USA0080_dts_trap","fe",FALSE,1,"dts_trap_5",19.21,NA,NA,NA,NA,NA,1.321,174.19,1.874,6.261,43.486,1375.202,405.679,1,0.4485,336.7618,22.396,0.8,1,1.1,0.1,1,7,1,23,359.629,NA
"USA0080",1,"Moss_Landing","dts_longline_3",0.0252457024409415,11.785,15.258,"fe_code_USA0080_dts_longline","fe",FALSE,1,"dts_longline_3",59.265,2.906,1.604,NA,NA,NA,3.548,162.231,1.821,6.402,41.992,1425.374,401.569,1,0.4485,336.7618,23.444,0.8,1,1.1,0.1,1,7,1,23,362.623,NA
"USA0080",1,"Bodega_Bay","non_dts_other_4",0.0871400831516604,11.296,15.76,"fe_code_USA0080_non_dts_other","fe",FALSE,1,"non_dts_other_4",75.646,NA,NA,NA,NA,NA,6.878,175.341,1.902,6.462,45.128,1377.464,390.818,1,0.4485,336.7618,23.569,0.8,1,1.1,0.1,1,7,1,23,353.601,NA
"USA0080",1,"Fort_Bragg","non_dts_other_4",0.0437058480159146,11.364,15.158,"fe_code_USA0080_non_dts_other","fe",FALSE,1,"non_dts_other_4",75.997,NA,NA,NA,NA,NA,7.235,176.851,1.959,6.002,45.041,1445.943,425.111,1,0.4485,336.7618,23.259,0.8,1,1.1,0.1,1,7,1,23,368.477,NA
"USA0081",1,"Moss_Landing","non_dts_other_1",0.0405175824431567,11.393,21.772,"fe_code_USA0081_non_dts_other","fe",FALSE,1,"non_dts_other_1",22.468,NA,NA,0.812,NA,NA,37.889,175.365,1.538,6.116,43.531,1686.186,672.543,1,0.4485,336.7618,20.616,0.8,1,1.1,0.1,1,7,1,23,88.872,NA
"USA0081",1,"Moss_Landing","dts_longline_3",0.122972375433452,11.406,22.034,"fe_code_USA0081_dts_longline","fe",FALSE,1,"dts_longline_3",46.017,0.336,0.707,0.16,NA,NA,5.886,165.429,1.487,5.916,44.961,1739.834,687.062,1,0.4485,336.7618,20.565,0.8,1,1.1,0.1,1,7,1,23,89.738,NA
"USA0081",1,"Morro_Bay","dts_longline_3",0.836510042123391,11.026,21.439,"fe_code_USA0081_dts_longline","fe",FALSE,1,"dts_longline_3",47.973,0.341,0.682,0.161,NA,NA,5.995,170.806,1.468,6.267,43.863,1612.222,651.345,1,0.4485,336.7618,21.062,0.8,1,1.1,0.1,1,7,1,23,93.528,NA
"USA0082",1,"Santa_Barbara","dts_longline_4",0.754741941630873,8.903,8.261,"fe_code_USA0082_dts_longline","fe",FALSE,1,"dts_longline_4",26.318,8.086,0.765,1.523,NA,NA,3.543,192.604,1.392,8.027,51.847,59.938,587.241,1,0.4485,336.7618,20.306,0.8,1,1.1,0.1,1,7,1,23,231.758,NA
"USA0082",1,"Santa_Barbara","non_dts_other_4",0.0287411500857511,9.23,8.314,"fe_code_USA0082_non_dts_other","fe",FALSE,1,"non_dts_other_4",15.176,0.384,NA,NA,NA,NA,38.6,193.801,1.282,8.226,52.215,60.001,632.291,1,0.4485,336.7618,19.869,0.8,1,1.1,0.1,1,7,1,23,239.827,NA
